gender,points,badges_cnt,user_grade,user_city,has_teacher_cnt,is_self_coach,has_student_cnt,belongs_to_class_cnt,has_class_cnt,total_sec_taken,is_correct
no_value,7589,0,5,ntct,1,0,0,1,0,37.333333333333336,1
no_value,148449,24,5,ilc,1,0,0,3,0,51.15384615384615,1
no_value,74695,12,5,ty,0,0,0,0,0,63.05904059040591,1
no_value,7761,0,5,ml,0,0,0,0,0,45.35714285714285,1
no_value,59524,3,5,tn,1,0,0,1,0,94.69679300291546,1
male,74005,6,5,ylc,1,0,0,1,0,29.88122605363985,1
male,161941,42,5,tp,0,0,0,0,0,57.821875,1
female,30005,5,5,tp,0,0,0,0,1,22.39583333333333,1
no_value,5700,0,5,kh,0,0,0,0,0,41.64705882352941,1
no_value,52425,25,5,tn,1,0,0,1,0,77.53817504655494,0
male,92043,7,5,tn,0,0,0,0,0,22.211111111111112,1
no_value,14623,1,5,ntct,0,0,0,0,0,38.40909090909091,1
no_value,74670,3,5,tn,1,0,0,1,0,67.14989293361884,1
no_value,31017,2,5,tp,1,0,0,1,0,33.41610738255034,1
no_value,320814,37,5,ttct,2,0,0,2,0,74.76417461113898,1
male,8225,0,5,tp,1,0,0,1,0,36.8,1
no_value,3810,0,5,ptc,0,0,0,0,0,25.526315789473685,1
female,362259,22,5,ylc,5,1,7,10,3,27.905463474524247,1
no_value,2925,0,5,ntct,1,0,0,1,0,25.9,1
no_value,21012,3,5,tn,1,0,0,0,0,147.97058823529412,1
no_value,71042,9,5,ntpc,2,0,0,1,0,95.64285714285714,1
unspecified,318868,22,5,ttct,2,0,0,2,0,75.95632031767042,1
female,24945,5,5,tc,0,0,0,0,0,25.5,0
no_value,95699,19,5,ylc,0,0,0,0,0,93.51639344262296,1
no_value,80375,11,5,tn,1,0,0,1,0,53.208955223880594,1
no_value,2250,0,6,ty,0,0,0,0,0,24.0,1
no_value,164255,9,6,ntct,0,0,0,0,0,37.30906389301634,1
male,51525,8,6,tn,1,0,0,1,0,50.206896551724135,1
male,37718,5,6,cy,1,0,0,1,0,31.75,1
unspecified,52766,5,6,kh,0,0,0,0,0,22.9864406779661,1
no_value,46640,4,6,cy,1,0,0,1,0,48.38418079096045,1
unspecified,17091,5,6,kh,0,0,0,0,0,70.3076923076923,1
no_value,3525,0,6,ntct,1,0,0,1,0,17.85,1
no_value,600,0,6,ntct,0,0,0,0,0,29.6,0
no_value,2175,0,6,chc,1,0,0,1,0,52.76470588235294,0
male,147303,53,6,chc,3,0,0,3,0,36.47534516765286,0
unspecified,129567,33,6,kh,1,0,1,1,1,37.8195991091314,1
male,72745,11,6,tc,1,0,0,1,0,39.91959798994975,1
no_value,88351,10,6,ntct,1,0,0,1,0,36.37337662337662,1
male,113860,39,6,chc,3,0,0,3,0,33.81976744186046,0
female,654895,61,6,ntct,1,0,0,1,0,40.5572602739726,1
male,81811,7,6,tc,1,0,0,1,0,25.529255319148938,1
no_value,4125,0,6,ntpc,0,0,0,0,0,59.94117647058823,1
no_value,36487,3,6,cy,1,0,0,1,0,58.142857142857146,1
unspecified,6450,1,6,ntct,1,0,0,1,0,19.18918918918919,1
female,81896,9,6,ntct,0,0,0,0,0,30.372413793103448,1
no_value,19158,5,6,ml,0,0,0,0,0,39.4,1
no_value,14614,1,6,ty,0,0,0,0,0,50.46511627906977,1
no_value,14357,2,6,chc,1,0,0,1,0,60.98648648648648,1
no_value,17906,6,6,cy,1,0,0,1,0,69.03225806451613,1
no_value,38481,19,6,chc,1,0,0,1,0,41.77814569536424,0
female,32922,8,6,ntpc,1,1,1,1,1,33.71875,1
no_value,13950,1,6,phc,0,0,0,0,0,93.9298245614035,1
no_value,63135,2,6,cy,1,0,0,1,0,36.91891891891892,1
female,27325,10,7,ntpc,0,0,0,0,0,11.414414414414416,0
no_value,41147,11,7,ty,0,0,0,0,0,15.428571428571429,1
female,23895,7,7,tp,0,0,0,0,0,101.87142857142857,1
no_value,61825,8,7,tn,1,0,0,1,0,66.19710144927537,1
female,52625,7,7,hc,0,0,0,0,0,97.00680272108843,1
no_value,75,0,7,ml,0,0,0,0,0,47.5,0
female,76013,13,7,tn,1,0,0,1,0,57.027638190954775,1
male,62961,12,7,tp,0,0,0,0,0,49.36153846153846,1
female,11530,1,7,tc,0,0,0,0,0,23.90909090909091,1
no_value,164255,21,7,chc,0,0,0,0,1,84.90076335877863,1
female,42730,2,7,ntct,0,0,0,0,0,51.14356435643565,1
no_value,17100,2,7,ty,0,0,0,0,0,25.862745098039216,1
no_value,894,0,7,ttct,0,0,0,0,0,38.42857142857143,1
no_value,1618,0,7,ttct,0,0,0,0,0,10.0,1
unspecified,357858,61,7,kh,1,0,0,1,0,15.488245931283906,1
no_value,1536,0,7,ttct,0,0,0,0,0,0.0,0
no_value,825,0,7,ty,0,0,0,0,0,16.6,1
no_value,83951,4,7,ntct,0,0,0,0,0,37.64425770308123,1
no_value,13523,2,7,tc,0,0,0,0,0,60.60869565217392,1
no_value,32442,10,7,ntpc,0,0,0,0,0,18.575,0
no_value,75259,10,7,tc,0,0,0,0,0,134.8357142857143,1
no_value,5760,0,7,hlc,0,0,0,0,0,13.181818181818182,1
no_value,39435,1,7,tp,0,0,0,0,0,47.73157894736842,1
no_value,11940,1,7,tc,0,0,0,0,0,27.363636363636363,1
no_value,73200,3,7,ilc,0,0,0,0,0,39.824,1
unspecified,229363,16,7,ntpc,1,0,0,1,0,91.7470588235294,1
no_value,41786,4,7,ttct,0,0,0,0,0,51.101851851851855,1
no_value,3769,0,7,ntpc,0,0,0,0,0,66.25,1
female,60296,13,7,ntct,1,0,0,1,0,40.67796610169491,1
female,1059,0,7,ty,0,0,0,0,0,45.66666666666666,1
female,226285,30,7,ntpc,1,0,0,1,0,41.5,1
male,37983,10,7,tp,0,0,0,0,0,25.94736842105263,1
female,35166,5,7,ntpc,0,0,0,0,0,32.87313432835821,1
no_value,102479,29,8,tp,0,0,0,0,0,51.94690265486726,1
no_value,1073788,191,8,kl,2,0,0,3,0,40.84581141238365,1
no_value,917682,97,8,kl,1,0,0,2,0,45.03792048929664,1
no_value,671909,167,8,kl,2,0,0,3,0,130.22871946706144,1
no_value,1221170,179,8,kl,2,0,0,3,0,50.78947368421053,1
male,1048899,150,8,kl,3,0,0,4,0,59.69828782970847,1
no_value,1087578,167,8,kl,2,0,0,3,0,27.675878220140515,1
no_value,1518489,265,8,kl,2,0,0,3,0,27.030283710551483,1
female,63162,8,8,tc,0,0,0,0,0,23.869918699187,1
male,313648,44,8,ty,0,0,0,0,0,93.83804627249356,1
unspecified,1275170,209,8,kl,2,0,0,3,0,51.50893495353824,1
male,1534651,176,8,kl,2,0,0,3,0,41.21555042340262,1
male,1322583,301,8,kl,1,0,0,2,0,27.84947458108492,1
no_value,1084786,125,8,kl,2,0,0,3,0,53.36138849262958,1
no_value,1044227,134,8,kl,3,0,0,4,0,67.57202723939236,1
male,1126173,147,8,kl,1,0,0,2,0,31.968983342906377,1
female,1011503,189,8,kl,2,0,0,3,0,41.89894419306184,1
male,993852,183,8,kl,3,0,0,3,0,36.49209063702437,1
no_value,760734,138,8,kl,2,0,0,3,0,55.94975688816856,1
male,8100,4,8,ylc,1,0,0,1,0,56.08974358974359,0
female,1213435,210,8,kl,2,0,0,3,0,51.33497739416359,1
no_value,7996,0,8,ntpc,0,0,0,0,0,13.555555555555555,1
no_value,4725,0,8,ylc,1,0,0,1,0,23.8,1
no_value,1390161,175,8,kl,2,0,0,3,0,50.99277108433735,1
female,88116,16,8,ty,1,0,0,1,0,76.06989247311827,1
no_value,1150043,223,8,kl,2,0,0,3,0,37.57629805786762,1
unspecified,1169846,153,8,kl,1,0,0,2,0,24.82382939267501,1
no_value,1231406,148,8,kl,2,0,0,3,0,27.10070921985816,1
no_value,39495,2,8,chc,0,0,0,0,0,15.775193798449612,1
no_value,890087,118,8,kl,2,0,0,3,0,29.08142777467931,1
female,23495,5,8,ylc,2,0,0,1,0,37.28651685393258,1
unspecified,707460,71,8,kl,2,0,0,3,0,23.409009009009008,1
no_value,1097561,182,8,kl,2,0,0,3,0,41.06260720411664,1
unspecified,950198,120,8,kl,1,0,0,2,0,66.10329985652798,1
no_value,1404667,271,8,kl,2,0,0,3,0,38.449742268041234,1
no_value,27091,6,8,ntpc,0,0,0,0,0,36.93333333333333,1
no_value,5250,1,8,ntpc,1,0,0,1,0,23.46875,1
no_value,6645,4,9,ntpc,1,0,0,1,0,28.23076923076923,0
no_value,675,0,9,ty,0,0,0,0,0,25.0,1
unspecified,26925,2,9,hc,0,0,0,0,0,61.2,1
female,1725,0,9,tn,1,0,0,1,0,57.0,1
female,1236350,190,9,kl,2,0,0,3,0,57.28530844155844,1
no_value,5316,0,9,kh,0,0,0,0,0,44.0,0
female,3825,2,9,ylc,1,0,0,1,0,63.27659574468085,0
no_value,16659,3,9,ntpc,1,0,0,1,0,73.10714285714286,1
no_value,87215,14,9,ylc,1,0,0,1,0,52.891891891891895,1
female,6145,2,10,tc,1,0,0,1,0,22.6,1
no_value,5574,0,10,tp,0,0,0,0,0,11.68,1
female,108728,33,10,kh,0,0,1,0,1,32.375,1
no_value,75,0,10,tn,0,0,0,0,0,44.0,1
male,18980,4,10,ylc,1,0,0,1,0,23.933333333333334,1
no_value,2589,0,10,tc,0,0,0,0,0,22.33333333333333,1
no_value,1142,0,11,kh,0,0,0,0,0,35.6,1
female,6000,0,11,kh,0,0,0,0,0,4.6,1
unspecified,3675,0,11,kh,0,0,0,0,0,19.2,1
no_value,65470,9,11,cy,1,0,0,1,0,40.55688622754491,1
no_value,273,0,11,kh,0,0,0,0,0,7.0,1
male,18665,3,11,tn,0,0,0,0,0,36.907407407407405,1
no_value,750,0,11,chc,0,0,0,0,0,25.8,1
no_value,119,0,11,kh,0,0,0,0,0,54.66666666666666,0
female,15863,2,11,kh,0,0,0,0,0,8.387096774193548,1
no_value,2775,1,11,kh,0,0,0,0,0,6.0,0
no_value,5884,0,11,kh,0,0,0,0,0,12.9,1
no_value,1390,0,11,kh,0,0,0,0,0,59.0,1
no_value,3937,0,11,kh,0,0,0,0,0,3.6,1
no_value,6225,0,11,kh,0,0,0,0,0,9.5,1
female,5025,0,12,kh,0,0,0,0,0,12.875,1
no_value,41002,3,1,tp,0,0,0,0,0,43.71052631578947,1
male,119423,19,1,tn,0,0,0,0,1,29.47882736156352,1
no_value,18608,3,1,ntpc,1,0,0,1,0,10.4,1
female,5187,2,2,tp,0,0,0,0,0,20.5,0
no_value,79606,1,2,tp,0,0,0,0,0,24.73224043715847,1
no_value,31950,10,3,ty,1,0,0,1,0,21.729559748427672,1
no_value,6772,0,3,tc,0,0,0,0,0,40.08571428571429,1
male,115102,16,3,tp,1,0,0,1,0,22.65771812080537,1
female,53987,9,3,tp,0,0,0,0,0,34.705882352941174,1
no_value,27787,1,3,tp,1,0,0,1,0,57.56944444444444,1
male,10710,1,3,ntct,0,0,1,0,1,12.0,1
no_value,2085,0,3,ilc,1,0,0,0,0,26.33333333333333,0
male,49854,12,3,ilc,1,0,0,1,0,36.78,1
no_value,18635,1,3,ntpc,1,0,0,1,0,10.8796992481203,1
male,8850,1,3,tc,0,0,0,0,0,26.7948717948718,1
female,11925,1,4,kh,1,0,0,1,0,17.0,1
female,18075,1,4,tn,0,0,0,0,0,17.20212765957447,1
no_value,53250,1,4,tp,0,0,0,0,0,30.388059701492537,1
unspecified,47678,5,4,ttct,2,0,0,2,0,76.64166666666667,1
female,2310,0,4,kh,1,0,0,1,0,17.0,1
male,2801,0,4,kh,1,0,0,1,0,11.5,1
no_value,8565,0,4,ntpc,0,0,0,0,0,16.794871794871796,1
unspecified,22375,2,4,ttct,2,0,0,2,0,49.64900662251656,1
male,4050,0,4,kh,1,0,0,1,0,23.0,1
no_value,10455,1,5,tc,0,0,0,0,0,32.733333333333334,1
no_value,10990,1,5,tc,0,0,0,0,0,45.43243243243244,1
no_value,10050,1,5,tc,0,0,0,0,0,30.132075471698112,1
no_value,17557,2,5,chc,1,0,0,1,0,47.73333333333333,1
unspecified,7200,0,5,tc,1,0,0,1,0,30.24137931034483,1
female,27034,2,5,kh,0,0,6,0,2,71.75862068965517,1
unspecified,12900,1,5,tc,1,0,0,1,0,20.035714285714285,1
no_value,22845,1,5,tc,0,0,0,0,0,15.35483870967742,1
no_value,13910,1,5,tc,0,0,0,0,0,15.548387096774194,1
unspecified,52361,13,5,ttct,1,0,0,1,0,19.297520661157023,1
male,9330,0,5,tc,0,0,0,0,0,22.875,1
unspecified,10035,1,5,tc,1,0,0,1,0,17.0,1
no_value,15470,1,5,tc,0,0,0,0,0,22.71875,1
unspecified,7200,0,5,tc,1,0,0,1,0,24.714285714285715,1
male,8985,0,5,tc,1,0,0,1,0,33.45161290322581,1
no_value,9070,0,5,tc,0,0,0,0,0,29.3125,1
no_value,10260,2,5,tc,0,0,0,0,0,34.5,1
no_value,2430,0,5,kh,0,0,0,0,0,5.8,1
female,4425,0,5,tc,1,0,0,1,0,56.90476190476191,1
no_value,18525,1,5,tc,0,0,0,0,0,24.51111111111112,1
female,8885,0,5,ilc,2,0,0,3,1,12.5,1
unspecified,6885,0,5,tc,1,0,0,1,0,52.9,1
unspecified,38918,2,5,tc,1,0,0,1,0,48.67272727272727,1
male,28860,1,5,ptc,1,0,0,1,0,36.84507042253521,1
unspecified,15975,1,5,tc,1,0,0,1,0,22.607142857142858,1
no_value,9015,0,5,tc,0,0,0,0,0,35.642857142857146,1
no_value,8250,0,5,tc,0,0,0,0,0,23.2,1
female,33107,2,5,tc,0,0,0,0,0,34.31609195402299,1
no_value,25038,3,5,tc,0,0,0,0,0,36.814516129032256,1
unspecified,12824,1,5,tc,1,0,0,1,0,25.2,1
unspecified,11031,1,5,tc,0,0,0,0,0,15.731707317073171,1
unspecified,50241,4,5,tc,0,0,0,0,0,57.13846153846154,1
male,132483,33,5,ty,0,0,0,0,0,50.53886010362695,1
no_value,7425,0,5,tc,0,0,0,0,0,19.823529411764707,1
no_value,12870,2,5,tc,0,0,0,0,0,28.348837209302324,1
no_value,19335,1,5,tc,0,0,0,0,0,21.818181818181817,1
no_value,10710,1,5,tc,0,0,0,0,0,22.20689655172414,1
no_value,137178,27,5,chc,32,0,0,34,0,32.79443254817987,1
female,44931,4,5,ptc,1,0,0,1,0,36.748936170212765,1
no_value,12565,1,5,tc,0,0,0,0,0,11.909090909090908,1
unspecified,10800,1,5,tc,1,0,0,1,0,24.5,1
no_value,67390,1,5,tc,0,0,0,0,0,18.341040462427745,1
no_value,5648,0,5,tc,0,0,0,0,0,36.15384615384615,1
male,14160,1,5,tc,1,0,0,1,0,24.35483870967742,1
no_value,11259,2,5,tc,0,0,0,0,0,25.15384615384616,1
male,9660,0,5,tc,1,0,0,1,0,37.73333333333333,1
unspecified,4950,0,5,tc,1,0,0,1,0,72.0,1
no_value,6060,0,5,tc,0,0,0,0,0,80.11764705882354,1
unspecified,5010,0,5,tc,1,0,0,1,0,49.26086956521739,1
female,9940,0,5,tc,0,0,0,0,0,32.891891891891895,1
no_value,11338,1,5,tc,0,0,0,0,0,30.066666666666663,1
no_value,13210,2,5,tc,0,0,0,0,0,19.26315789473684,1
no_value,10185,1,5,tc,1,0,0,1,0,26.59375,1
female,36195,5,5,ptc,1,0,0,1,0,43.54450261780104,1
unspecified,4725,0,5,tc,1,0,0,1,0,44.44444444444444,1
unspecified,6175,0,5,tc,1,0,0,1,0,23.07692307692308,1
unspecified,5835,1,5,tc,2,0,0,2,0,29.08333333333333,1
no_value,16110,2,5,tc,0,0,0,0,0,29.227272727272727,1
female,44995,3,5,ptc,1,0,0,1,0,23.36238532110092,1
female,23625,1,5,tc,0,0,0,0,0,22.78048780487805,1
no_value,36727,16,5,hc,1,0,0,1,0,35.51851851851852,0
no_value,2565,0,5,tc,0,0,0,0,0,30.25,1
male,18170,8,5,ty,0,0,0,0,0,15.068493150684931,1
no_value,10915,1,5,tc,0,0,0,0,0,34.38095238095238,1
no_value,18615,1,5,tc,0,0,0,0,0,11.716666666666669,1
no_value,2775,1,5,tp,1,0,0,1,0,59.9,0
no_value,20940,1,5,tc,0,0,0,0,0,16.894736842105264,1
no_value,50820,1,5,tc,0,0,0,0,0,14.728260869565217,1
male,13438,1,5,tc,1,0,0,1,0,16.430379746835442,1
no_value,16415,1,5,tc,0,0,0,0,0,20.31914893617021,1
no_value,11575,1,5,tc,0,0,0,0,0,37.06060606060606,1
unspecified,20800,1,5,tc,1,0,0,1,0,27.364864864864863,1
unspecified,8625,0,5,tc,1,0,0,1,0,35.58620689655172,1
no_value,8820,0,5,tc,0,0,0,0,0,36.29032258064516,1
no_value,10380,1,5,tc,0,0,0,0,0,43.483870967741936,1
unspecified,9713,0,5,tc,1,0,0,1,0,62.75,1
male,78719,4,5,ptc,1,0,0,1,0,32.648148148148145,1
female,19490,1,5,tc,0,0,0,0,0,25.454545454545453,1
no_value,19900,1,5,tc,0,0,0,0,0,13.333333333333334,1
female,122540,18,6,hlc,0,0,0,0,0,25.4,1
unspecified,8175,3,6,ntct,1,0,0,1,0,54.17777777777778,1
no_value,2100,0,6,tp,0,0,0,0,0,60.0,0
no_value,2925,0,6,ty,0,0,0,0,0,38.3125,1
no_value,6295,0,6,tc,0,0,0,0,0,99.6153846153846,1
no_value,9510,0,6,tc,0,0,0,0,0,20.852941176470587,1
male,173445,25,6,chc,17,0,0,14,0,28.8580375782881,1
no_value,3050,1,6,tp,0,0,0,0,0,17.15,0
female,73100,20,6,tc,1,0,0,0,0,68.48493975903614,1
male,12360,2,7,ylc,2,0,0,2,0,26.488888888888887,1
male,177675,16,7,tp,1,0,0,1,0,37.381773399014776,1
female,68713,6,7,tc,0,0,0,0,0,40.56287425149701,1
unspecified,78971,23,7,cy,1,0,0,1,0,32.68292682926829,1
no_value,36493,11,7,tp,1,0,0,1,0,43.7375,1
female,3075,0,7,tp,1,0,0,1,0,20.571428571428573,1
female,18244,1,7,tp,1,0,0,1,0,47.175257731958766,1
no_value,12060,4,7,ntpc,1,0,0,1,0,32.285714285714285,1
no_value,52123,3,8,ty,0,0,0,0,0,47.48427672955975,1
female,18120,1,8,ty,1,0,0,1,0,23.72972972972973,1
no_value,12204,4,8,ty,0,0,0,0,0,8.5,0
female,5661,1,8,ntpc,0,0,0,0,0,141.14285714285714,1
no_value,9890,2,8,tp,0,0,0,0,0,50.51724137931034,1
unspecified,25650,3,8,ty,1,0,0,1,0,9.166666666666666,1
no_value,11595,4,9,ntct,0,0,0,0,0,20.5,0
no_value,82373,21,9,tc,1,0,0,1,0,8.484126984126984,1
no_value,13986,1,9,ntct,0,0,0,0,0,5.0,1
no_value,140091,19,9,tc,1,0,0,1,0,5.071428571428571,1
no_value,35787,10,9,tp,0,0,0,0,0,91.27586206896552,1
male,50327,3,9,tc,1,0,0,1,0,9.532608695652174,1
female,187042,29,9,tc,1,0,0,1,0,9.98019801980198,1
no_value,44785,4,9,tc,1,0,0,1,0,8.941176470588236,1
no_value,265362,112,9,ntct,0,0,0,0,0,40.91408114558472,1
female,37395,11,9,tc,1,0,0,1,0,9.666666666666666,1
no_value,10310,3,9,ntct,0,0,0,0,0,72.0,0
no_value,56027,4,9,ntpc,0,0,0,0,0,13.610526315789471,1
no_value,10230,3,9,tc,1,0,0,1,0,40.5,0
male,42387,7,9,tc,1,0,0,1,0,31.0,1
female,106585,17,9,tc,1,0,0,1,0,24.29292929292929,1
no_value,20510,1,9,ntct,0,0,0,0,0,18.133333333333333,1
no_value,40599,6,9,tc,1,0,0,1,0,9.583333333333334,1
no_value,26486,6,9,tc,1,0,0,1,0,18.52272727272728,1
no_value,11211,3,10,ntpc,0,0,0,0,0,34.5,0
no_value,82099,21,11,kh,0,0,0,0,0,35.333333333333336,1
unspecified,2899,0,12,tp,0,0,0,0,0,28.5,1
female,127457,29,12,tc,1,0,0,1,0,19.97777777777777,1
male,46240,15,12,tc,1,0,0,1,0,10.430379746835444,1
female,111211,16,12,tc,1,0,0,1,0,8.442028985507246,1
female,4575,1,1,tn,1,0,0,3,0,87.75,1
no_value,21618,3,2,tc,0,0,0,0,0,60.833333333333336,1
female,250185,30,2,tp,0,0,0,0,0,22.073529411764707,1
unspecified,173902,33,3,hc,0,0,0,0,1,61.89873417721519,1
no_value,3675,0,3,kh,0,0,0,0,0,21.7,1
no_value,23810,1,3,hlc,1,0,0,1,0,114.0,1
no_value,1875,0,3,tn,0,0,0,0,0,46.125,1
female,51547,7,3,tp,1,0,0,1,0,19.0,1
no_value,3311,0,3,tp,1,0,0,1,0,17.333333333333332,1
male,96259,10,3,ty,0,0,0,0,0,13.534883720930232,1
no_value,7459,0,3,cy,0,0,0,0,0,43.65714285714286,1
no_value,95319,14,3,kh,1,0,0,1,0,31.1858407079646,1
no_value,23188,1,3,tp,0,0,0,0,0,17.425,1
no_value,19560,3,4,kh,1,0,0,1,0,104.7,1
no_value,19030,2,4,tc,0,0,0,0,0,58.41860465116279,1
no_value,64678,9,4,kh,0,0,0,0,0,15.416666666666666,1
unspecified,40860,4,4,chc,0,0,0,0,0,13.113095238095235,1
no_value,14265,2,4,kh,1,0,0,1,0,133.95774647887325,1
female,146078,16,4,kh,2,0,0,3,0,57.01589825119237,1
no_value,32285,3,4,tc,1,0,0,1,0,40.70754716981132,1
no_value,60242,5,4,cy,1,0,0,1,0,51.6056338028169,1
no_value,32175,1,4,tc,0,0,0,0,0,44.989583333333336,1
no_value,1275,0,4,tp,0,0,0,0,0,47.44444444444444,1
unspecified,9630,0,4,kh,1,0,0,1,0,51.04545454545455,1
male,70609,9,4,ntpc,0,0,9,0,1,15.626262626262626,1
no_value,53617,12,4,kh,1,0,0,1,0,70.81443298969072,1
no_value,82325,6,4,kh,1,0,0,0,0,45.11486486486486,1
no_value,1725,0,5,tc,1,0,0,1,0,40.66666666666666,1
male,92617,8,5,ylc,5,1,4,6,3,28.32919254658385,1
female,6900,0,5,tc,2,0,0,2,0,36.34782608695652,1
no_value,96691,8,5,kh,0,0,0,0,0,19.35151515151515,1
female,1950,0,5,ntct,1,0,0,1,0,11.571428571428571,1
no_value,6525,0,5,tc,0,0,0,0,0,72.47058823529412,1
no_value,72085,10,5,ntct,0,0,0,0,0,22.82233502538071,1
no_value,12660,4,5,kh,1,0,0,1,0,7.071428571428571,1
no_value,8250,0,5,tc,0,0,0,0,0,119.625,1
no_value,2550,0,5,tc,0,0,0,0,0,8.875,0
female,36896,1,5,ttct,1,0,0,1,0,46.40476190476191,1
no_value,18450,2,5,kh,0,0,0,0,0,43.74766355140187,1
female,103977,16,5,tp,0,0,0,0,0,29.107142857142858,1
unspecified,257661,50,5,hc,0,0,0,0,1,61.6614420062696,1
no_value,47700,5,5,ntct,0,0,0,0,0,71.70949720670392,1
no_value,3758,0,5,ntct,1,0,0,1,0,9.625,1
no_value,21349,4,5,tn,0,0,0,0,0,19.32692307692308,1
no_value,1051,0,5,tc,1,0,0,1,0,79.5,0
unspecified,31635,8,5,chc,0,0,0,0,0,12.76388888888889,1
no_value,46664,6,5,ntct,0,0,0,0,0,23.6875,1
no_value,1885,0,5,tc,1,0,0,1,0,26.25,0
no_value,125291,18,5,ntct,0,0,0,0,0,26.56,1
unspecified,142773,16,5,tc,0,0,0,0,0,75.54939341421144,1
no_value,16689,5,5,ntpc,0,0,0,0,0,15.189349112426036,1
no_value,50214,10,5,kh,1,0,0,1,0,63.77931034482759,1
no_value,15657,4,5,tp,0,0,0,0,0,36.55102040816327,1
unspecified,122106,15,5,ntpc,1,0,0,1,0,17.2972972972973,1
male,263048,16,5,ttct,2,0,0,2,0,118.11558538404176,1
no_value,1875,0,5,tc,1,0,0,1,0,8.56,0
no_value,6000,0,5,tp,0,0,0,0,0,110.28571428571428,1
no_value,7050,1,5,tp,0,0,0,0,0,8.316666666666666,0
no_value,4173,0,5,ntpc,0,0,0,0,0,75.7,1
no_value,750,0,6,ntpc,0,0,0,0,0,447.0,0
male,32058,2,6,chc,0,0,0,0,0,14.169811320754716,1
no_value,105785,5,6,kh,0,0,0,0,0,33.335064935064935,1
no_value,11758,3,6,ptc,1,0,0,1,0,46.285714285714285,1
female,7658,0,6,ntct,1,0,0,1,0,63.0,1
male,975,0,6,kh,0,0,0,0,0,33.142857142857146,1
male,117332,10,6,ylc,1,0,1,1,2,25.402985074626866,1
no_value,38250,4,6,cy,1,0,0,1,0,36.48221343873518,1
female,2579,0,6,tp,1,0,0,1,0,12.6,1
male,70544,8,6,kh,1,0,0,1,0,31.61290322580645,1
no_value,1956,2,6,tc,0,0,0,0,0,95.0,1
female,69537,10,6,ty,0,0,0,0,0,21.15333333333333,1
no_value,375,0,6,tp,0,0,0,0,0,18.0,1
female,24425,8,6,kh,1,0,0,1,0,18.72297297297297,1
unspecified,11775,2,6,ml,5,1,1,9,1,30.11111111111111,1
no_value,18375,4,6,cy,1,0,0,1,0,60.42307692307692,1
no_value,68700,6,6,cy,1,0,0,1,0,36.419263456090654,1
no_value,6651,1,6,tp,0,0,0,0,0,43.083333333333336,1
no_value,48008,4,6,ntct,0,0,0,0,0,32.696296296296296,1
no_value,51910,3,6,tn,2,0,0,1,0,75.44736842105263,1
no_value,22588,2,6,kh,0,0,0,0,0,67.57894736842105,1
unspecified,27641,4,6,cy,1,0,0,1,0,36.095238095238095,0
unspecified,2700,0,6,chc,0,0,0,0,0,50.81818181818182,1
male,21025,1,7,chc,0,0,0,0,0,17.786666666666665,1
female,14120,1,7,tn,0,0,0,0,0,44.55555555555556,1
female,21695,1,7,chc,0,0,0,0,0,14.085106382978724,1
female,36666,4,7,tp,0,0,0,0,0,18.578231292517007,1
female,1950,0,7,chc,0,0,0,0,0,52.6,1
unspecified,2925,0,7,chc,0,0,0,0,0,12.307692307692308,1
male,2775,0,7,chc,0,0,0,0,0,27.625,1
male,19026,4,7,ty,0,0,0,0,0,47.55555555555556,1
male,9225,0,7,chc,0,0,0,0,0,14.659574468085106,1
female,12350,1,7,chc,0,0,0,0,0,17.2,1
male,9435,1,7,chc,0,0,0,0,0,11.22222222222222,1
male,3735,1,7,chc,0,0,0,0,0,12.22222222222222,1
male,12560,1,7,chc,0,0,0,0,0,9.58974358974359,1
male,23730,1,7,chc,0,0,0,0,0,13.151515151515152,1
no_value,146340,29,7,hlc,1,0,0,0,0,30.533898305084747,1
female,6300,0,7,chc,0,0,0,0,0,14.304347826086955,1
male,5445,0,7,chc,0,0,0,0,0,8.85,1
unspecified,8850,0,7,chc,0,0,0,0,0,10.606060606060606,1
male,20700,7,7,chc,0,0,0,0,0,7.309090909090909,1
unspecified,6345,0,7,chc,0,0,0,0,0,16.347826086956523,1
male,4995,0,7,chc,0,0,0,0,0,13.2,1
no_value,27150,1,7,ntpc,0,0,0,0,0,58.16541353383459,1
male,33960,2,7,chc,0,0,0,0,0,24.625,1
female,2400,0,7,chc,0,0,0,0,0,19.125,1
unspecified,6450,0,7,chc,0,0,0,0,0,27.34375,1
female,90018,7,7,ntpc,0,0,0,0,0,22.941520467836256,1
female,3900,0,7,chc,0,0,0,0,0,21.923076923076923,1
unspecified,4545,0,7,chc,0,0,0,0,0,14.32,1
female,2025,1,7,chc,0,0,0,0,0,13.88888888888889,0
unspecified,9720,0,7,chc,0,0,0,0,0,9.441176470588236,1
female,173594,19,7,chc,0,0,0,0,0,15.495132127955491,1
unspecified,4800,0,7,chc,0,0,0,0,0,8.4,1
unspecified,4275,1,7,chc,0,0,0,0,0,11.909090909090908,1
female,66869,5,7,chc,0,0,0,0,0,26.111570247933884,1
unspecified,1950,0,7,chc,0,0,0,0,0,10.4,1
male,13390,1,7,chc,1,0,0,0,0,22.88888888888889,1
male,93473,27,7,kh,0,0,0,0,1,27.08550185873606,1
female,40954,3,7,chc,1,0,0,0,0,21.927461139896373,1
