gender,points,badges_cnt,user_grade,user_city,has_teacher_cnt,is_self_coach,has_student_cnt,belongs_to_class_cnt,has_class_cnt,total_sec_taken,is_correct
no_value,33365,1,5,tp,1,0,0,1,0,27.345454545454544,1
no_value,3525,0,5,tp,1,0,0,1,0,18.0,1
no_value,11610,1,5,tp,1,0,0,1,0,14.458333333333334,1
female,26385,9,6,tp,0,0,0,0,0,46.71212121212121,1
no_value,130862,31,6,ntpc,1,0,0,1,0,38.26402640264026,1
male,41183,8,6,ntpc,1,0,0,1,0,47.57692307692308,1
no_value,2706,0,6,kh,0,0,0,0,0,12.0,1
male,63633,12,6,kh,0,0,0,0,0,24.990384615384617,1
no_value,5223,1,6,ntct,0,0,0,0,0,82.76470588235294,1
male,42890,6,6,tp,0,0,0,0,0,30.08910891089109,1
no_value,3693,0,6,kh,2,0,0,2,0,46.25,1
no_value,119187,26,6,kh,0,0,0,0,0,28.037974683544306,1
no_value,38276,3,6,tp,0,0,0,0,0,34.171875,1
no_value,186493,29,6,ntpc,1,0,0,1,0,35.06070287539936,1
no_value,72696,10,6,ntpc,0,0,0,0,0,25.56441717791411,1
no_value,39429,6,6,kh,0,0,0,0,0,24.21641791044776,1
female,78743,39,6,ptc,1,0,0,1,0,56.09970674486804,0
unspecified,65925,27,6,ptc,1,0,0,1,0,58.47515527950311,0
unspecified,122628,24,6,ptc,1,0,0,1,0,37.09234234234234,1
female,78232,20,6,ptc,1,0,0,1,0,86.90034364261169,1
female,29690,1,6,tp,2,0,0,2,0,36.43010752688172,1
unspecified,2025,0,6,tc,1,0,0,1,0,17.307692307692307,1
no_value,14400,1,6,ml,0,0,0,0,0,42.92307692307692,1
female,183356,13,6,kh,1,0,0,1,0,20.621761658031087,1
male,23656,2,6,tc,0,0,0,0,0,13.483870967741936,1
no_value,3135,0,6,tn,1,0,0,0,0,7.538461538461538,1
female,124789,13,6,ntpc,0,0,0,0,0,22.354243542435423,1
female,3660,0,6,hc,0,0,0,0,0,78.0,1
female,34822,5,6,tp,0,0,0,0,0,37.48743718592965,1
female,54917,20,6,ptc,1,0,0,1,0,93.41013824884791,1
male,56075,1,7,cy,1,0,0,1,0,15.125,1
no_value,2475,1,7,ty,0,0,0,0,0,10.26923076923077,0
unspecified,975,0,7,ty,0,0,0,0,0,45.333333333333336,1
unspecified,2100,1,7,ty,0,0,0,0,0,16.444444444444443,1
female,8535,0,7,cy,1,0,0,1,0,19.63157894736842,1
male,2625,0,7,cy,1,0,0,1,0,9.583333333333334,1
no_value,1950,0,7,phc,1,0,0,1,0,14.545454545454543,1
female,49176,17,7,ptc,1,0,0,1,0,58.054054054054056,1
no_value,20785,1,7,ml,1,0,0,1,0,11.829268292682928,1
male,31706,1,7,cy,1,0,0,1,0,25.5,1
no_value,5700,0,7,phc,3,0,0,3,0,40.1764705882353,1
male,51338,4,7,cy,1,0,0,1,0,14.0,1
male,7725,0,7,cy,1,0,0,1,0,16.363636363636363,1
no_value,3405,0,7,ntpc,0,0,0,0,0,0.0,0
male,6600,0,7,cy,1,0,0,1,0,7.2105263157894735,1
no_value,2100,0,7,ty,0,0,0,0,0,12.785714285714286,1
male,9435,2,7,ml,1,0,0,1,0,40.08571428571429,1
male,11775,4,7,cy,1,0,0,1,0,39.72602739726028,1
female,4575,1,7,cy,1,0,0,1,0,39.81578947368421,1
male,52782,15,7,ptc,1,0,0,1,0,49.62359550561798,1
unspecified,65890,20,7,ptc,1,0,0,1,0,92.25333333333332,1
no_value,1125,0,7,phc,1,0,0,1,0,40.125,1
female,13742,1,7,cy,1,0,0,1,0,12.214285714285714,1
no_value,375,0,7,ty,0,0,0,0,0,42.0,1
no_value,975,0,7,ty,0,0,0,0,0,26.625,1
unspecified,16177,1,7,tc,0,0,0,0,0,13.24731182795699,1
no_value,86318,9,7,kh,0,0,0,0,0,36.752252252252255,1
no_value,23705,2,7,ml,1,0,0,1,0,20.58695652173913,1
female,53917,29,7,ptc,1,0,0,1,0,59.75496688741722,0
no_value,4635,0,7,phc,1,0,0,1,0,20.07692307692308,0
no_value,55075,1,7,ml,1,0,0,1,0,12.709302325581396,1
no_value,24462,2,8,tp,0,0,0,0,0,182.3260869565217,1
no_value,8610,0,8,tc,0,0,0,0,0,16.4,1
male,3000,0,8,cy,1,0,0,1,0,35.53846153846154,1
unspecified,394,0,8,cy,1,0,0,1,0,49.333333333333336,0
female,15300,6,9,ty,1,0,0,0,0,45.54347826086956,0
no_value,2625,0,1,tp,1,0,0,1,0,0.0,0
no_value,1057,0,1,tp,1,0,0,1,0,27.5,1
no_value,17540,4,1,tn,1,0,0,1,0,46.57142857142857,1
unspecified,25220,4,1,ttct,1,0,0,1,0,50.03809523809524,1
no_value,60700,8,1,ttct,1,0,0,1,0,33.24742268041237,1
no_value,299505,39,2,ntpc,1,0,0,2,0,23.02097902097902,1
no_value,68847,7,2,tp,1,0,0,1,0,39.77536231884058,1
male,22344,4,2,hlc,0,0,0,0,1,54.39047619047619,1
female,14356,4,2,tp,1,0,0,1,0,57.8125,1
unspecified,320574,73,2,km,1,0,0,1,0,59.98133333333333,1
no_value,52986,4,2,tn,1,0,0,1,0,36.401408450704224,1
no_value,80955,9,3,tp,2,0,0,2,0,61.88297872340426,1
male,125740,20,3,ty,2,0,0,1,0,55.82978723404256,1
male,93843,9,3,hlc,2,0,0,3,0,54.79402985074627,1
no_value,21435,1,3,tc,1,0,0,1,0,53.71428571428572,1
no_value,61687,4,3,tc,2,0,0,2,0,40.87748344370861,1
female,19114,3,3,tp,0,0,0,0,0,26.06451612903226,1
no_value,95473,12,3,tp,1,0,0,1,0,49.27457098283932,1
no_value,40747,5,3,tc,2,0,0,2,0,69.37089201877934,1
no_value,65100,16,3,ty,1,0,0,1,0,65.36065573770492,1
unspecified,155398,20,3,ty,1,0,0,2,0,73.5081555834379,1
no_value,15750,1,3,tc,1,0,0,1,0,44.66666666666666,1
no_value,6975,0,3,ty,0,0,0,0,0,43.4,1
no_value,86700,10,3,tp,1,0,0,1,0,38.76494845360825,1
no_value,24743,1,3,cy,1,0,0,1,0,36.78102189781022,1
no_value,30642,2,3,cy,1,0,0,1,0,44.01714285714286,1
no_value,115503,9,3,ilc,1,0,0,1,2,27.455813953488374,1
no_value,49885,6,3,tc,2,0,0,2,0,72.23728813559322,1
female,107989,12,3,ilc,1,0,0,1,1,21.152941176470588,1
female,162560,10,3,ilc,1,0,0,1,0,38.150877192982456,1
no_value,3975,0,3,ttct,1,0,0,0,0,93.5,1
no_value,138817,17,3,ilc,1,0,0,1,0,36.29882352941176,1
no_value,110775,4,3,tp,1,0,0,1,0,45.97701149425287,1
no_value,37899,1,3,ttct,0,0,0,0,0,55.640845070422536,1
unspecified,94674,6,3,ilc,1,0,3,1,1,26.247619047619047,1
no_value,11090,3,3,cy,1,0,0,1,0,68.02,1
female,383150,36,3,tp,1,0,0,1,1,61.9256,1
no_value,62685,8,3,tp,1,0,0,1,0,45.412607449856736,1
no_value,3053,0,3,ttct,1,0,0,0,0,88.9090909090909,0
female,54796,4,3,ilc,4,0,0,4,0,44.524324324324326,1
male,253632,26,3,ilc,1,0,0,1,0,32.49351944167498,1
female,306570,29,3,ilc,1,0,0,1,0,37.77623590633131,1
male,61576,9,3,ty,2,0,0,2,0,65.57792207792208,1
no_value,67732,9,3,ilc,1,0,0,1,0,54.9,1
female,92034,22,3,hc,5,1,9,6,2,33.9010989010989,1
female,115975,17,3,tp,1,0,0,1,0,45.36229205175601,1
male,102415,19,3,ilc,0,0,0,0,0,16.625,1
male,115720,19,3,tp,1,0,0,1,0,37.88262195121951,1
no_value,41160,11,3,tc,2,0,0,2,0,68.15460526315789,1
female,8775,2,3,ntpc,1,0,0,1,0,47.06818181818182,1
female,114600,8,3,ilc,2,0,0,2,0,39.14593698175788,1
no_value,19515,2,3,tc,1,0,0,1,0,50.5625,1
no_value,11915,2,3,tn,1,0,0,1,0,35.611111111111114,1
no_value,65396,6,3,ilc,1,0,0,1,0,42.25414364640884,1
no_value,67613,5,3,ptc,1,0,0,0,0,55.03314917127072,1
no_value,184937,18,3,ilc,1,0,0,1,0,23.767605633802816,1
no_value,19494,3,3,ttct,0,0,0,0,0,48.55555555555556,1
no_value,3896,0,3,cy,0,0,0,0,0,36.8421052631579,1
no_value,94965,9,3,tn,1,0,0,1,0,30.39269406392694,1
male,56131,9,3,tc,1,0,0,1,0,32.50857142857143,1
no_value,75300,2,3,tp,1,0,0,1,0,24.4144385026738,1
no_value,20400,2,3,ty,1,0,0,1,0,40.20125786163522,1
male,74310,9,3,tp,1,0,0,1,0,58.82629107981221,1
no_value,23123,4,3,tc,1,0,0,1,0,30.79661016949153,1
male,115197,10,3,ty,2,0,0,3,0,60.27450980392157,1
no_value,2073,0,3,ylc,0,0,0,0,0,108.91666666666669,1
no_value,14212,1,3,ilc,2,0,0,1,0,17.63953488372093,1
no_value,73080,7,3,tp,1,0,0,1,0,60.98029556650246,1
no_value,60293,11,3,ty,1,0,0,1,0,72.09510086455332,1
no_value,14918,1,3,tc,1,0,0,1,0,39.333333333333336,1
no_value,21749,3,3,ttct,0,0,0,0,0,28.48809523809524,1
male,36558,7,3,ty,2,0,0,2,0,94.88803088803088,1
male,78783,11,3,ty,2,0,0,2,0,96.22222222222224,1
no_value,78525,2,3,tp,1,0,0,1,0,24.50895140664961,1
no_value,49699,6,3,tc,2,0,0,2,0,49.54646840148699,1
no_value,128742,15,3,ilc,1,0,0,1,0,77.47979797979798,1
female,303870,22,3,tn,2,0,0,3,0,33.240788346186804,1
no_value,49265,9,4,ty,1,0,0,1,0,66.22789115646259,1
no_value,141144,11,4,tc,2,0,0,2,0,17.81165919282511,1
male,350504,20,4,ylc,2,0,0,2,0,32.92647842301545,1
no_value,86207,6,4,cy,1,0,0,1,0,25.80830670926517,1
no_value,5385,0,4,tc,1,0,0,1,0,25.72222222222222,1
female,51687,14,4,ty,2,0,0,2,0,77.77551020408163,1
no_value,34198,9,4,ntpc,0,0,0,0,1,73.78504672897196,1
no_value,11310,1,4,chc,0,0,0,0,0,33.47058823529412,1
male,300401,15,4,ntpc,1,0,0,2,0,32.17298578199052,1
male,237120,17,4,ntpc,0,0,0,0,1,54.183098591549296,1
male,117438,9,4,chc,1,0,0,1,0,25.672727272727272,1
female,6868,0,4,tp,1,0,0,1,0,35.5,1
male,44804,5,4,tc,1,0,0,1,1,37.123931623931625,0
no_value,29643,7,4,cy,1,0,0,1,0,63.88590604026846,1
no_value,2871,0,4,tc,1,0,0,1,0,37.84615384615385,1
no_value,5184,0,4,tc,2,0,0,2,0,25.384615384615383,1
no_value,10035,1,4,tc,2,0,0,2,0,23.18,1
no_value,41388,4,4,cy,1,0,0,1,0,55.64598540145985,1
no_value,6330,0,4,tn,1,0,0,1,0,10.5,1
no_value,35715,6,4,cy,1,0,0,1,0,65.5067264573991,1
male,40585,4,4,tc,0,0,0,0,0,38.03883495145631,1
no_value,58454,11,4,ty,2,0,0,2,0,40.797413793103445,1
no_value,19665,1,4,cy,1,0,0,1,0,66.32584269662921,1
female,6740,0,4,ilc,0,0,0,0,0,20.77272727272728,1
female,198905,14,4,cy,1,0,0,1,0,27.742214532871973,1
no_value,50042,9,4,tp,1,0,0,1,0,85.77524429967427,1
male,87369,19,4,ty,2,0,0,2,0,50.67300380228137,1
no_value,131879,30,4,ttct,1,0,0,1,0,61.08217446270544,1
no_value,2850,0,5,hc,1,0,0,1,0,15.272727272727272,1
no_value,750,0,5,ttct,1,0,0,1,0,111.85714285714286,1
unspecified,3105,0,5,ptc,2,0,0,2,0,17.142857142857142,1
no_value,49370,5,5,tp,1,0,0,1,0,49.19298245614035,1
no_value,11314,2,5,ntpc,1,0,0,1,0,43.025,1
no_value,38095,10,5,tp,1,0,0,0,0,55.19655172413793,1
no_value,10170,1,5,tc,0,0,0,0,0,78.88235294117646,1
no_value,50544,10,5,ty,1,0,0,1,0,92.63253012048192,1
female,8415,0,5,ptc,2,0,0,2,0,24.954545454545453,1
no_value,33230,8,5,tp,1,0,0,0,0,60.2880658436214,1
no_value,68140,5,5,ntpc,1,0,0,1,0,41.07222222222222,1
male,129846,25,5,ty,1,0,0,1,0,52.95555555555556,1
no_value,41590,10,5,tp,1,0,0,0,0,40.13928571428571,1
no_value,3000,0,5,hc,1,0,0,1,0,75.72222222222223,0
no_value,11896,6,5,tp,1,0,0,1,0,80.3225806451613,1
female,31045,1,5,tc,3,0,0,2,0,28.83471074380165,1
no_value,5673,1,5,ty,0,0,0,0,0,106.05,0
no_value,25710,4,5,km,1,0,0,1,0,51.08780487804878,1
female,398528,54,5,chc,1,0,0,1,0,62.21319444444445,1
no_value,22084,5,5,tc,1,0,0,1,0,33.370370370370374,1
no_value,29340,9,5,tp,1,0,0,0,0,38.30882352941177,1
no_value,900,2,5,ttct,1,0,0,1,0,32.61538461538461,0
no_value,900,1,5,ttct,1,0,0,1,0,66.0,0
no_value,10575,3,5,tp,1,0,0,0,0,118.30555555555556,1
male,13355,1,5,ptc,2,0,0,2,0,42.96666666666667,1
male,88972,15,5,ty,1,1,2,1,1,57.33191489361702,1
no_value,900,2,5,ttct,1,0,0,1,0,16.1,0
no_value,900,1,5,ttct,1,0,0,1,0,61.294117647058826,0
no_value,34470,12,5,tp,1,0,0,0,0,36.30072463768116,1
no_value,232825,70,5,ty,1,0,0,1,0,66.15737298636927,1
no_value,21722,8,5,ntpc,1,0,0,1,0,44.84848484848485,0
no_value,291669,40,5,ntpc,1,0,0,2,0,45.88913773796192,1
no_value,9780,3,5,tp,1,0,0,1,0,40.80769230769231,1
male,194466,65,5,ty,1,0,0,1,0,26.571428571428573,1
no_value,19125,2,5,ylc,1,0,0,1,0,60.74757281553398,1
no_value,2850,1,5,hc,1,0,0,1,0,42.0625,1
no_value,262970,79,5,ty,1,0,0,1,0,35.676447876447874,1
no_value,900,1,5,ttct,1,0,0,1,0,17.125,0
no_value,25533,7,5,ty,0,0,0,0,0,24.666666666666668,1
female,93391,10,5,ylc,3,1,4,3,1,19.141993957703928,1
unspecified,53369,26,5,ty,1,0,0,0,0,25.85074626865672,0
male,31527,1,5,km,1,0,0,1,0,33.43518518518518,1
no_value,60887,22,5,tp,1,0,0,0,0,37.321917808219176,0
male,203196,20,5,ttct,2,0,0,2,0,51.47751798561151,1
no_value,750,0,5,ttct,1,0,0,1,0,69.71428571428571,1
no_value,28047,11,5,tp,1,0,0,0,0,29.375,0
no_value,19575,6,5,tp,1,0,0,0,0,42.79661016949152,0
no_value,360170,97,5,tn,1,0,0,1,0,39.98399014778325,1
no_value,57313,4,5,hc,1,0,0,1,0,26.87837837837838,1
no_value,7565,0,5,tc,0,0,0,0,0,48.03333333333333,1
no_value,15033,2,5,ntpc,2,0,0,3,0,51.11111111111112,0
no_value,900,0,5,ttct,1,0,0,1,0,135.9,0
no_value,41260,4,5,tp,1,0,0,0,0,55.72413793103448,1
no_value,49676,6,5,tp,1,0,0,0,0,63.87687687687688,1
female,5216,0,5,tp,1,0,0,2,0,43.3,1
female,8325,0,5,ptc,2,0,0,2,0,53.70588235294117,1
no_value,19050,7,5,hlc,1,0,0,1,0,25.13793103448276,0
female,975,0,5,tp,2,0,0,2,0,140.0,0
male,217723,27,5,hlc,1,0,0,1,0,47.18518518518518,1
no_value,525,0,5,ttct,1,0,0,1,0,43.375,0
female,31390,4,5,tp,1,0,0,1,0,28.095890410958905,1
male,123811,22,5,tp,3,0,0,3,0,73.05039787798408,1
male,18620,1,5,ptc,2,0,0,2,0,15.956521739130435,1
no_value,42802,4,5,ntpc,1,0,0,2,0,52.91489361702128,1
female,500652,79,5,ptc,3,0,0,5,1,36.37137422729434,1
no_value,264858,71,5,ty,1,0,0,1,0,34.068312757201646,1
no_value,29640,9,5,tp,1,0,0,0,0,82.54587155963303,0
unspecified,62325,4,5,km,1,0,0,1,0,49.2,1
no_value,3150,2,5,hc,1,0,0,1,0,38.75,0
no_value,4274,0,5,tp,0,0,0,0,0,61.42857142857143,1
no_value,37150,8,5,tp,1,0,0,0,0,62.32275132275132,1
female,303283,65,5,ty,1,0,0,1,0,34.42548596112311,1
no_value,20594,4,5,ylc,2,0,0,1,0,23.95744680851064,1
no_value,161673,18,5,tp,1,0,0,0,0,41.72089552238806,1
no_value,17884,5,5,km,1,0,0,1,0,56.98620689655172,0
no_value,28752,4,5,tp,1,0,0,0,0,139.51190476190476,1
no_value,3000,1,5,hc,1,0,0,1,0,42.68421052631579,0
no_value,109226,27,5,tp,1,0,0,1,0,72.21985815602837,1
female,475095,131,5,ty,1,0,0,1,0,31.750613647520865,0
female,10679,1,5,ilc,2,0,0,2,1,22.23529411764705,1
no_value,31042,6,5,tp,1,0,0,0,0,45.8348623853211,1
female,300,0,5,ptc,2,0,0,2,0,25.0,1
no_value,3000,0,5,hc,1,0,0,1,0,44.21052631578947,0
no_value,5250,0,5,ilc,1,0,0,0,0,136.26666666666668,1
no_value,244379,37,5,ttct,2,0,0,2,0,44.90794451450189,1
no_value,25780,2,5,tp,1,0,0,0,0,62.36879432624114,1
no_value,87527,8,5,tp,1,0,0,0,0,24.52,1
female,71512,8,5,tc,1,0,0,1,0,58.77058823529412,0
no_value,19462,1,5,ntpc,1,0,0,0,0,19.11627906976744,1
no_value,40170,6,5,ylc,1,0,0,1,0,48.57587548638132,1
female,90869,12,5,ntpc,1,0,0,1,0,36.5625,1
no_value,8100,0,5,ilc,1,0,0,0,0,48.16666666666666,1
no_value,10537,1,5,tn,1,0,0,1,0,107.65217391304348,1
no_value,32935,12,5,tp,1,0,0,0,0,54.25728155339806,0
no_value,17865,5,5,tp,1,0,0,0,0,99.55970149253731,1
male,53090,1,6,tp,0,0,0,0,0,21.44186046511628,1
no_value,51675,12,6,tp,1,0,0,1,0,92.28994082840237,1
female,5182,0,6,tp,0,0,0,0,0,16.4,1
no_value,49050,15,6,tp,1,0,0,1,0,73.35820895522389,1
female,49257,13,6,tp,0,0,0,0,0,13.333333333333334,1
no_value,42416,9,6,tp,1,0,0,1,0,183.7655172413793,1
no_value,18776,3,6,ntpc,1,0,0,1,0,61.7,1
no_value,78260,12,6,tp,1,0,0,1,0,55.892339544513455,1
no_value,52683,5,6,tp,1,0,0,1,0,75.19838056680162,1
female,9030,0,6,tp,0,0,0,0,0,25.428571428571427,1
male,1447,0,6,ptc,2,0,0,2,0,46.333333333333336,1
no_value,87730,19,6,tp,1,0,0,1,0,109.31799163179916,1
female,28214,9,6,tp,0,0,0,0,0,31.6,1
no_value,52725,9,6,tp,1,0,0,1,0,61.47163120567376,1
male,14865,1,6,tp,0,0,0,0,0,22.25,1
no_value,900,1,6,tc,0,0,0,0,0,151.53333333333333,0
female,975,0,6,tp,0,0,0,0,0,8.0,1
male,26149,3,6,tp,1,0,0,1,0,36.078947368421055,1
no_value,54150,14,6,tp,1,0,0,1,0,71.5070821529745,1
male,3752,0,6,tp,1,0,0,1,0,22.857142857142858,1
male,50421,10,6,ptc,3,1,2,3,1,15.914728682170542,1
female,24371,3,6,tp,0,0,0,0,0,17.393939393939394,1
male,14384,2,6,tp,0,0,0,0,0,32.18181818181818,1
male,21591,6,6,ty,0,0,0,0,1,36.0,1
no_value,5850,0,6,ylc,1,0,0,1,0,42.8235294117647,1
male,377270,77,6,ylc,1,0,0,1,0,21.75755033557047,1
female,15475,1,6,tp,0,0,0,0,0,15.842105263157896,1
female,52380,5,6,tp,0,0,0,0,0,15.397590361445785,1
female,7125,0,6,tp,0,0,0,0,0,33.41379310344828,1
no_value,31683,4,6,tp,0,0,0,0,0,34.78048780487805,1
female,66939,18,6,tp,1,0,0,1,0,43.67699115044248,1
no_value,57430,7,6,tp,1,0,0,1,0,97.92619926199262,1
no_value,43425,11,6,cy,1,0,0,1,0,34.52803738317757,0
male,3435,0,6,tp,0,0,0,0,0,34.57142857142857,1
male,1680,0,6,tp,0,0,0,0,0,30.666666666666668,0
male,8700,0,6,tp,0,0,0,0,0,25.58333333333333,1
female,61970,15,6,tp,0,0,0,0,0,34.037974683544306,1
female,157648,24,6,ptc,3,0,0,3,0,76.43807339449542,1
no_value,49575,13,6,tp,1,0,0,1,0,89.6618911174785,1
female,74196,14,6,tp,0,0,0,0,0,60.06976744186046,1
female,3932,0,6,ptc,2,0,0,2,0,21.875,1
no_value,92980,19,6,tc,1,0,0,2,0,58.848375451263536,1
no_value,55860,12,6,tp,1,0,0,1,0,100.36875,1
no_value,62010,8,6,tp,1,0,0,1,0,62.95652173913044,1
no_value,900,2,6,ttct,1,0,0,1,0,26.84,0
female,155686,15,6,ntpc,1,0,1,1,1,55.56140350877193,1
male,11925,1,6,tp,0,0,0,0,0,6.333333333333333,1
no_value,205855,26,6,tc,0,0,0,0,0,23.167910447761194,1
female,16880,1,6,tp,1,0,0,1,0,33.09090909090909,1
unspecified,114641,20,6,ttct,1,0,0,1,0,82.47751605995717,1
male,8400,3,6,tp,0,0,0,0,0,12.48,0
male,17110,3,6,tp,0,0,0,0,1,89.23076923076923,1
female,19440,2,6,tp,1,0,0,1,0,54.92857142857143,1
male,84160,9,6,tn,3,0,0,3,0,16.041176470588237,1
no_value,142228,21,6,ylc,1,0,0,1,0,73.05725190839695,1
female,9312,0,6,tp,1,0,0,1,0,21.97058823529412,1
unspecified,240,0,6,tp,0,0,0,0,0,66.0,1
male,28089,8,6,tp,0,0,0,0,0,44.0,1
no_value,77000,23,6,tp,1,0,0,1,0,53.39915966386555,1
female,23073,3,6,tp,0,0,0,0,0,57.22727272727273,1
male,19545,1,6,tp,0,0,0,0,0,14.225,1
unspecified,115718,14,6,km,1,0,0,2,0,27.72068965517241,1
male,1725,0,6,tp,0,0,0,0,0,32.57142857142857,1
male,19965,2,6,tp,1,0,0,1,0,30.53435114503817,1
female,52384,6,6,tp,1,0,0,1,0,68.41721854304636,1
female,4095,0,6,tp,0,0,0,0,0,12.636363636363637,1
no_value,4999,0,6,tc,0,0,0,0,0,57.5,0
female,975,0,6,tp,0,0,0,0,0,43.333333333333336,1
male,6960,0,6,tp,0,0,0,0,0,12.173913043478262,1
no_value,46303,12,6,tp,1,0,0,1,0,108.56424581005588,1
no_value,43350,5,6,tp,1,0,0,1,0,90.95535714285714,1
female,151241,29,6,hc,2,0,0,3,0,34.553623188405794,1
female,5259,0,6,tp,0,0,0,0,0,7.4,1
female,548213,73,6,kh,61,1,403,120,24,61.37885095753538,1
female,20561,1,6,tp,0,0,0,0,0,41.32954545454545,1
male,55803,3,6,tp,0,0,0,0,0,63.21052631578947,1
no_value,88341,19,6,tc,1,0,0,2,0,51.64462809917355,1
male,3376,0,6,tp,0,0,0,0,1,21.04,1
male,2700,0,6,tp,0,0,0,0,0,27.77777777777778,1
no_value,51300,9,6,tp,1,0,0,1,0,99.93207547169813,1
female,22781,1,6,tp,0,0,0,0,0,53.342465753424655,1
no_value,44186,17,6,ntpc,1,0,0,1,0,26.288079470198674,0
no_value,44175,10,6,tp,1,0,0,1,0,117.27490039840636,1
male,27983,2,6,tp,1,0,0,1,0,33.31746031746032,1
no_value,51360,16,6,tp,1,0,0,1,0,106.25,1
male,50702,1,6,tp,1,0,0,1,0,20.05755395683453,1
no_value,48675,8,6,tp,1,0,0,1,0,90.39310344827588,1
female,14910,1,6,tp,1,0,0,1,0,25.8,1
female,36881,11,6,tp,0,0,0,0,0,18.08433734939759,1
unspecified,28945,1,6,ylc,1,0,0,1,0,46.8130081300813,1
male,76465,16,6,hc,1,0,0,1,0,41.32847896440129,0
female,8580,1,6,ntpc,0,0,0,0,0,72.58974358974359,1
female,9975,0,6,ptc,2,0,0,2,0,67.30188679245283,1
no_value,53625,11,6,tp,1,0,0,1,0,87.7239263803681,1
female,14382,1,6,tp,1,0,0,1,0,52.31666666666667,1
unspecified,59265,18,6,tp,1,0,0,1,0,95.7,1
no_value,15760,1,6,tc,0,0,0,0,0,127.2,1
male,6060,0,6,tp,1,0,0,1,0,97.5,1
no_value,62010,14,6,tp,1,0,0,1,0,64.55,1
female,1950,0,6,tp,0,0,0,0,0,32.57142857142857,1
no_value,54335,16,6,cy,1,0,0,1,0,41.16774193548387,0
no_value,296393,65,6,tc,2,0,0,3,0,51.84945054945055,1
no_value,14279,4,6,ntpc,1,0,0,1,0,74.60377358490567,1
no_value,21300,4,6,tp,0,0,0,0,0,11.38888888888889,1
unspecified,188540,27,6,ttct,2,0,0,2,0,55.4188679245283,1
no_value,23677,6,6,tc,1,0,0,1,0,29.09433962264151,1
no_value,17802,5,6,ntpc,1,0,0,1,0,60.2906976744186,1
male,2402,0,6,tp,0,0,0,0,0,10.764705882352942,1
no_value,85458,13,6,tp,1,0,0,1,0,65.15308641975308,1
female,1425,0,6,tp,0,0,0,0,0,25.285714285714285,0
female,58794,10,6,tp,0,0,0,0,0,15.838323353293411,1
female,9760,0,6,tp,0,0,0,0,0,60.9,1
female,15630,2,6,tp,1,0,0,1,0,28.98701298701299,1
female,57900,17,6,tp,1,0,0,1,0,135.97272727272727,1
female,1125,0,6,tp,0,0,0,0,0,11.0,1
no_value,21666,4,6,ntpc,3,0,0,3,0,62.47,1
male,8175,0,6,tp,1,0,0,1,0,37.85294117647059,1
male,10630,2,6,tp,1,0,0,1,1,23.058823529411764,1
female,6960,0,6,tp,1,0,0,1,0,12.217391304347826,1
no_value,3885,0,7,kh,0,0,0,0,0,27.166666666666668,1
male,9720,0,7,hlc,1,0,0,1,0,17.433962264150942,1
female,21975,4,7,tc,1,0,0,1,0,119.0,1
no_value,21360,8,7,hc,1,0,0,0,0,33.28787878787879,1
no_value,4350,0,7,kh,0,0,0,0,0,14.923076923076923,1
no_value,8010,1,7,tn,1,0,0,1,0,51.0,0
no_value,4275,0,7,tn,1,0,0,1,0,15.647058823529411,0
no_value,2775,0,7,tc,0,0,0,0,0,14.3,1
unspecified,9825,3,7,hlc,1,0,0,1,0,64.02325581395348,1
no_value,18285,4,7,ty,1,0,0,0,0,21.23529411764705,0
no_value,1650,0,7,tn,0,0,0,0,0,13.166666666666666,1
male,27980,2,7,tp,1,0,0,1,0,19.464788732394368,1
female,35149,6,7,tc,1,0,0,1,0,29.666666666666668,1
no_value,19450,3,7,tc,1,0,0,1,0,36.96,1
no_value,1185,0,7,kh,0,0,0,0,0,38.16666666666666,1
female,31770,5,7,hlc,1,0,0,1,0,51.20512820512821,1
female,8235,1,7,ntpc,0,0,0,0,0,12.708333333333334,1
female,35743,7,7,ntpc,0,0,0,0,0,66.71428571428571,1
female,10350,6,7,hlc,1,0,0,1,0,32.869565217391305,1
female,51278,2,7,tn,1,0,0,1,0,37.766666666666666,1
male,6453,0,7,ntpc,1,0,0,1,0,318.90909090909093,1
no_value,7545,0,7,tp,1,0,0,1,0,13.8,1
no_value,41580,2,7,tc,1,0,0,1,0,28.21705426356589,1
no_value,51729,1,7,kh,1,0,0,1,0,25.58955223880597,1
no_value,39885,6,7,tc,1,0,0,1,0,38.670731707317074,1
female,8473,2,7,ylc,1,0,0,1,0,105.21052631578948,1
male,13830,1,7,ntpc,0,0,0,0,0,27.227848101265824,1
no_value,75895,7,7,tc,1,0,0,1,0,28.744791666666668,1
male,7132,1,7,ylc,1,0,0,1,0,112.76923076923076,1
female,43348,7,7,tc,1,0,0,1,0,49.40229885057471,1
female,18330,2,7,tp,1,0,0,1,0,24.48148148148148,1
no_value,50722,3,7,tn,1,0,0,1,0,34.70873786407767,1
no_value,9925,3,7,tc,0,0,0,0,0,21.1875,1
female,28200,10,7,hlc,1,0,0,1,0,46.05238095238095,1
no_value,68690,2,7,tn,1,0,0,1,0,36.27368421052632,1
unspecified,10217,3,7,kh,1,0,0,1,0,24.0,1
no_value,8026,2,7,ttct,1,0,0,0,0,63.354838709677416,0
no_value,6105,0,7,kh,1,0,0,1,0,11.333333333333334,1
